id,postcode,locality,state,long,lat,dc,type,status,sa3,sa3name,sa4,sa4name,region,Lat_precise,Long_precise,SA1_MAINCODE_2011,SA1_MAINCODE_2016,SA2_MAINCODE_2016,SA2_NAME_2016,SA3_CODE_2016,SA3_NAME_2016,SA4_CODE_2016,SA4_NAME_2016,RA_2011,RA_2016,MMM_2015,MMM_2019,ced,altitude,chargezone,phn_code,phn_name,lgaregion,electorate,electoraterating
"4746","3000","MELBOURNE","VIC","144.956776","-37.817403","CITY DELIVERY CENTRE","Delivery Area","Updated 6-Feb-2020","20604","Melbourne City","206","Melbourne - Inner","R1","-37.8152065","144.963937","20604112209","20604112209","206041122","Melbourne","20604","Melbourne City","206","Melbourne - Inner","1","1","1","1","Melbourne","15.2447509765625","V1","PHN201","North Western Melbourne","Melbourne","Melbourne","Inner Metropolitan"
"4747","3001","MELBOURNE","VIC","144.956776","-37.817403","CITY MAIL PROCESSING CENTRE","Post Office Boxes","Updated 25-Mar-2020 SA3","20605","Port Phillip","206","Melbourne - Inner","R1","-37.8136276","144.9630576","20604112212","20604112212","206041122","Melbourne","20604","Melbourne City","206","Melbourne - Inner","1","1","1","1","Melbourne","15.2447509765625","V1","PHN203","","Moonee Valley","Maribyrnong",""
"4748","3002","EAST MELBOURNE","VIC","144.982207","-37.818517","CITY DELIVERY CENTRE","Delivery Area","Updated 6-Feb-2020","20604","Melbourne City","206","Melbourne - Inner","R1","-37.8161444","144.9804594","20604111914","20604111914","206041119","East Melbourne","20604","Melbourne City","206","Melbourne - Inner","1","1","1","1","Melbourne","14.3150224685669","V1","PHN201","North Western Melbourne","Yarra","Melbourne","Inner Metropolitan"
"4749","3003","WEST MELBOURNE","VIC","144.949592","-37.810871","CITY DELIVERY CENTRE","Delivery Area","Updated 6-Feb-2020","20604","Melbourne City","206","Melbourne - Inner","R1","-37.8114504","144.9253974","20604112701","20604112701","206041127","West Melbourne","20604","Melbourne City","206","Melbourne - Inner","1","1","1","1","Melbourne","15.3160629272461","V1","PHN201","North Western Melbourne","Melbourne","Melbourne","Inner Metropolitan"
"4750","3004","MELBOURNE","VIC","144.970161","-37.844246","CITY DELIVERY CENTRE","Delivery Area","Updated 6-Feb-2020","20605","Port Phillip","206","Melbourne - Inner","R1","-37.8301583","144.9804594","20604112624","20604112624","206041126","Southbank","20604","Melbourne City","206","Melbourne - Inner","1","1","1","1","Macnamara","-3492","V1","PHN203","South Eastern Melbourne","Yarra","Macnamara","Inner Metropolitan"
"4751","3004","ST KILDA ROAD CENTRAL","VIC","144.970161","-37.844246","Melbourne Metro","","Updated 6-Feb-2020","20605","Port Phillip","206","Melbourne - Inner","R1","-37.8368","144.976","20604112506","20604112506","206041125","South Yarra - West","20604","Melbourne City","206","Melbourne - Inner","1","1","1","1","Macnamara","-3492","V1","PHN203","South Eastern Melbourne","Yarra","Macnamara","Inner Metropolitan"
"22851","3004","ST KILDA ROAD MELBOURNE","VIC","144.976","-37.8368","Melbourne Metro","","Updated 25-Jan-2020","","","","","R1","-37.8368","144.976","20604112506","20604112506","206041125","South Yarra - West","20604","Melbourne City","206","Melbourne - Inner","1","1","1","1","Macnamara","-3492","V1","PHN203","South Eastern Melbourne","Yarra","Macnamara","Inner Metropolitan"
"4752","3005","WORLD TRADE CENTRE","VIC","144.950858","-37.824608","CITY DELIVERY CENTRE","Delivery Area","Updated 6-Feb-2020","20604","Melbourne City","206","Melbourne - Inner","R1","-37.8226739","144.953839","20604111804","20604111804","206041118","Docklands","20604","Melbourne City","206","Melbourne - Inner","1","1","1","1","Melbourne","","V1","PHN201","North Western Melbourne","Melbourne","Melbourne",""
"20754","3006","SOUTH WHARF","VIC","144.9520744","-37.82528675","Melbourne Metro","Delivery Area","Updated 6-Feb-2020","20605","Port Phillip","206","Melbourne - Inner","R1","-37.825","144.952","20604112622","20604112622","206041126","Southbank","20604","Melbourne City","206","Melbourne - Inner","1","1","1","1","Macnamara","3.33676600456238","V1","PHN203","South Eastern Melbourne","Port Phillip","Macnamara","Inner Metropolitan"
"4753","3006","SOUTHBANK","VIC","144.965926","-37.823258","SOUTH MELBOURNE DC","Delivery Area","Updated 6-Feb-2020","20605","Port Phillip","206","Melbourne - Inner","R1","-37.829","144.957","20605113205","20605113229","206051132","South Melbourne","20605","Port Phillip","206","Melbourne - Inner","1","1","1","1","Macnamara","3.33676600456238","V1","PHN203","South Eastern Melbourne","Port Phillip","Macnamara","Inner Metropolitan"
"4754","3008","DOCKLANDS","VIC","144.948039","-37.814719","CITY DELIVERY CENTRE","Delivery Area","Updated 6-Feb-2020","20604","Melbourne City","206","Melbourne - Inner","R1","-37.8170652","144.9419122","20604111813","20604111813","206041118","Docklands","20604","Melbourne City","206","Melbourne - Inner","1","1","1","1","Melbourne","12.555121421814","V1","PHN203","South Eastern Melbourne","Melbourne","Melbourne","Inner Metropolitan"
"4755","3010","UNIVERSITY OF MELBOURNE","VIC","144.961351","-37.796152","CARLTON DC","Delivery Area","Updated 6-Feb-2020","20604","Melbourne City","206","Melbourne - Inner","R1","-37.7983459","144.960974","20604112407","20604112407","206041124","Parkville","20604","Melbourne City","206","Melbourne - Inner","1","1","1","1","Melbourne","44.1643333435059","V1","PHN201","North Western Melbourne","Melbourne","Melbourne",""
"4756","3011","FOOTSCRAY","VIC","144.907953","-37.807101","WEST FOOTSCRAY DC","Delivery Area","Updated 6-Feb-2020","21303","Maribyrnong","213","Melbourne - West","R1","-37.7988987","144.892357","21303134807","21303134807","213031348","Footscray","21303","Maribyrnong","213","Melbourne - West","1","1","1","1","Gellibrand","2.80171084403992","V1","PHN201","North Western Melbourne","Moonee Valley","Maribyrnong","Inner Metropolitan"
"4757","3011","SEDDON","VIC","144.907953","-37.807101","WEST FOOTSCRAY DC","Delivery Area","Updated 6-Feb-2020","21303","Maribyrnong","213","Melbourne - West","R1","-37.8055831","144.891002","21303135016","21303135016","213031350","Seddon - Kingsville","21303","Maribyrnong","213","Melbourne - West","1","1","1","1","Gellibrand","2.80171084403992","V1","PHN201","North Western Melbourne","Moonee Valley","Maribyrnong","Inner Metropolitan"
"4758","3011","SEDDON WEST","VIC","144.907953","-37.807101","WEST FOOTSCRAY DC","Delivery Area","Updated 6-Feb-2020","21303","Maribyrnong","213","Melbourne - West","R1","-37.8053708","144.8918846","21303135016","21303135016","213031350","Seddon - Kingsville","21303","Maribyrnong","213","Melbourne - West","1","1","1","1","Gellibrand","2.80171084403992","V1","PHN201","North Western Melbourne","Moonee Valley","Maribyrnong","Inner Metropolitan"
"4759","3012","BROOKLYN","VIC","144.861162","-37.807135","WEST FOOTSCRAY DC","Delivery Area","Updated 6-Feb-2020","21303","Maribyrnong","213","Melbourne - West","R1","-37.8173492","144.8465361","21301133833","21301133833","213011338","Sunshine West","21301","Brimbank","213","Melbourne - West","1","1","1","1","Maribyrnong","21.9553852081299","V1","PHN201","North Western Melbourne","Wyndham","Maribyrnong","Inner Metropolitan"
"4760","3012","KINGSVILLE","VIC","144.861162","-37.807135","WEST FOOTSCRAY DC","Delivery Area","Updated 6-Feb-2020","21303","Maribyrnong","213","Melbourne - West","R1","-37.809","144.878","21303135009","21303135009","213031350","Seddon - Kingsville","21303","Maribyrnong","213","Melbourne - West","1","1","1","1","Maribyrnong","21.9553852081299","V1","PHN201","North Western Melbourne","Wyndham","Maribyrnong","Inner Metropolitan"
"4761","3012","KINGSVILLE WEST","VIC","144.861162","-37.807135","WEST FOOTSCRAY DC","Delivery Area","Updated 6-Feb-2020","21303","Maribyrnong","213","Melbourne - West","R1","-37.809","144.878","21303135009","21303135009","213031350","Seddon - Kingsville","21303","Maribyrnong","213","Melbourne - West","1","1","1","1","Maribyrnong","21.9553852081299","V1","PHN201","North Western Melbourne","Wyndham","Maribyrnong","Inner Metropolitan"
"4762","3012","MAIDSTONE","VIC","144.861162","-37.807135","WEST FOOTSCRAY DC","Delivery Area","Updated 6-Feb-2020","21303","Maribyrnong","213","Melbourne - West","R1","-37.783","144.878","21303134728","21303134728","213031347","Braybrook","21303","Maribyrnong","213","Melbourne - West","1","1","1","1","Maribyrnong","21.9553852081299","V1","PHN201","North Western Melbourne","Wyndham","Maribyrnong","Inner Metropolitan"
"4763","3012","TOTTENHAM","VIC","144.861162","-37.807135","WEST FOOTSCRAY DC","Delivery Area","Updated 6-Feb-2020","21303","Maribyrnong","213","Melbourne - West","R1","-37.806","144.857","21303135114","21303135114","213031351","West Footscray - Tottenham","21303","Maribyrnong","213","Melbourne - West","1","1","1","1","Maribyrnong","21.9553852081299","V1","PHN201","North Western Melbourne","Wyndham","Maribyrnong","Inner Metropolitan"
"4764","3012","WEST FOOTSCRAY","VIC","144.861162","-37.807135","WEST FOOTSCRAY DC","Delivery Area","Updated 6-Feb-2020","21303","Maribyrnong","213","Melbourne - West","R1","-37.8006709","144.8716645","21303135123","21303135123","213031351","West Footscray - Tottenham","21303","Maribyrnong","213","Melbourne - West","1","1","1","1","Maribyrnong","21.9553852081299","V1","PHN201","North Western Melbourne","Wyndham","Maribyrnong","Inner Metropolitan"
"4765","3013","YARRAVILLE","VIC","144.888686","-37.814183","WEST FOOTSCRAY DC","Delivery Area","Updated 6-Feb-2020","21303","Maribyrnong","213","Melbourne - West","R1","-37.819811","144.8813738","21303135211","21303135211","213031352","Yarraville","21303","Maribyrnong","213","Melbourne - West","1","1","1","1","Gellibrand","16.8368587493896","V1","PHN201","North Western Melbourne","Melbourne","Gellibrand","Inner Metropolitan"
"4766","3013","YARRAVILLE WEST","VIC","144.888686","-37.814183","WEST FOOTSCRAY DC","Delivery Area","Updated 6-Feb-2020","21303","Maribyrnong","213","Melbourne - West","R1","-37.8148018","144.8852384","21303135216","21303135216","213031352","Yarraville","21303","Maribyrnong","213","Melbourne - West","1","1","1","1","Gellibrand","16.8368587493896","V1","PHN201","North Western Melbourne","Melbourne","Gellibrand","Inner Metropolitan"
"4767","3015","NEWPORT","VIC","144.880556","-37.838242","NEWPORT DC","Delivery Area","Updated 6-Feb-2020","21302","Hobsons Bay","213","Melbourne - West","R1","-37.842","144.884","21302134421","21302134421","213021344","Newport","21302","Hobsons Bay","213","Melbourne - West","1","1","1","1","Gellibrand","","V1","PHN201","North Western Melbourne","Melbourne","Gellibrand","Inner Metropolitan"
"4768","3015","SOUTH KINGSVILLE","VIC","144.880556","-37.838242","NEWPORT DC","Delivery Area","Updated 6-Feb-2020","21302","Hobsons Bay","213","Melbourne - West","R1","-37.8300643","144.8703715","21302134430","21302134430","213021344","Newport","21302","Hobsons Bay","213","Melbourne - West","1","1","1","1","Gellibrand","","V1","PHN201","North Western Melbourne","Melbourne","Gellibrand","Inner Metropolitan"
"4769","3015","SPOTSWOOD","VIC","144.880556","-37.838242","NEWPORT DC","Delivery Area","Updated 6-Feb-2020","21302","Hobsons Bay","213","Melbourne - West","R1","-37.8292454","144.8813515","21302134442","21302134442","213021344","Newport","21302","Hobsons Bay","213","Melbourne - West","1","1","1","1","Gellibrand","","V1","PHN201","North Western Melbourne","Melbourne","Gellibrand","Inner Metropolitan"
"4770","3016","WILLIAMSTOWN","VIC","144.888461","-37.863743","NEWPORT DC","Delivery Area","Updated 6-Feb-2020","21302","Hobsons Bay","213","Melbourne - West","R1","-37.861","144.885","21302134622","21302134622","213021346","Williamstown","21302","Hobsons Bay","213","Melbourne - West","1","1","1","1","Gellibrand","","V1","PHN201","North Western Melbourne","Hobsons Bay","Gellibrand","Inner Metropolitan"
"4771","3016","WILLIAMSTOWN NORTH","VIC","144.888461","-37.863743","NEWPORT DC","Delivery Area","Updated 6-Feb-2020","21302","Hobsons Bay","213","Melbourne - West","R1","-37.8517597","144.8689963","21302134625","21302134625","213021346","Williamstown","21302","Hobsons Bay","213","Melbourne - West","1","1","1","1","Gellibrand","","V1","PHN201","North Western Melbourne","Hobsons Bay","Gellibrand","Inner Metropolitan"
"4772","3018","ALTONA","VIC","144.812736","-37.86172","NEWPORT DC","Delivery Area","Updated 6-Feb-2020","21302","Hobsons Bay","213","Melbourne - West","R1","-37.8631512","144.8120218","21302134103","21302134103","213021341","Altona","21302","Hobsons Bay","213","Melbourne - West","1","1","1","1","Gellibrand","","V1","PHN201","North Western Melbourne","Wyndham","Gellibrand","Inner Metropolitan"
"4773","3018","SEAHOLME","VIC","144.812736","-37.86172","NEWPORT DC","Delivery Area","Updated 6-Feb-2020","21302","Hobsons Bay","213","Melbourne - West","R1","-37.868","144.841","21302134105","21302134105","213021341","Altona","21302","Hobsons Bay","213","Melbourne - West","1","1","1","1","Gellibrand","","V1","PHN201","North Western Melbourne","Wyndham","Gellibrand","Inner Metropolitan"
"4774","3019","BRAYBROOK","VIC","144.854014","-37.784683","WEST FOOTSCRAY DC","Delivery Area","Updated 6-Feb-2020","21303","Maribyrnong","213","Melbourne - West","R1","-37.7903679","144.8566207","21303134730","21303134730","213031347","Braybrook","21303","Maribyrnong","213","Melbourne - West","1","1","1","1","Fraser","","V1","PHN201","North Western Melbourne","Moonee Valley","Fraser","Inner Metropolitan"
"4775","3019","BRAYBROOK NORTH","VIC","144.854014","-37.784683","WEST FOOTSCRAY DC","Delivery Area","Updated 6-Feb-2020","21303","Maribyrnong","213","Melbourne - West","R1","-37.7903679","144.8566207","21303134730","21303134730","213031347","Braybrook","21303","Maribyrnong","213","Melbourne - West","1","1","1","1","Fraser","","V1","PHN201","North Western Melbourne","Moonee Valley","Fraser","Inner Metropolitan"
"4776","3019","ROBINSON","VIC","144.854014","-37.784683","WEST FOOTSCRAY DC","Delivery Area","Updated 6-Feb-2020","21303","Maribyrnong","213","Melbourne - West","R1","-37.793488","144.860535","21303134701","21303134701","213031347","Braybrook","21303","Maribyrnong","213","Melbourne - West","1","1","1","1","Fraser","","V1","PHN201","North Western Melbourne","Moonee Valley","Fraser","Inner Metropolitan"
"4777","3020","ALBION","VIC","144.829945","-37.777204","SUNSHINE DC","Delivery Area","Updated 6-Feb-2020","21301","Brimbank","213","Melbourne - West","R1","-37.7755151","144.8154448","21301132814","21301132814","213011328","Ardeer - Albion","21301","Brimbank","213","Melbourne - West","1","1","1","1","Fraser","","V1","PHN201","North Western Melbourne","Wyndham","Fraser","Inner Metropolitan"
"4778","3020","GLENGALA","VIC","144.829945","-37.777204","SUNSHINE DC","Delivery Area","Updated 6-Feb-2020","21301","Brimbank","213","Melbourne - West","R1","-37.78827","144.8087985","21301133830","21301133830","213011338","Sunshine West","21301","Brimbank","213","Melbourne - West","1","1","1","1","Fraser","","V1","PHN201","North Western Melbourne","Wyndham","Fraser","Inner Metropolitan"
"4779","3020","SUNSHINE","VIC","144.829945","-37.777204","SUNSHINE DC","Delivery Area","Updated 6-Feb-2020","21301","Brimbank","213","Melbourne - West","R1","-37.783657","144.8375652","21301133609","21301133609","213011336","Sunshine","21301","Brimbank","213","Melbourne - West","1","1","1","1","Fraser","","V1","PHN201","North Western Melbourne","Wyndham","Fraser","Inner Metropolitan"
"4780","3020","SUNSHINE NORTH","VIC","144.829945","-37.777204","SUNSHINE DC","Delivery Area","Updated 6-Feb-2020","21301","Brimbank","213","Melbourne - West","R1","-37.7645428","144.8312453","21301133714","21301133714","213011337","Sunshine North","21301","Brimbank","213","Melbourne - West","1","1","1","1","Fraser","","V1","PHN201","North Western Melbourne","Wyndham","Fraser","Inner Metropolitan"
"4781","3020","SUNSHINE WEST","VIC","144.829945","-37.777204","SUNSHINE DC","Delivery Area","Updated 6-Feb-2020","21301","Brimbank","213","Melbourne - West","R1","-37.7946685","144.818759","21301133823","21301133823","213011338","Sunshine West","21301","Brimbank","213","Melbourne - West","1","1","1","1","Fraser","","V1","PHN201","North Western Melbourne","Wyndham","Fraser","Inner Metropolitan"
"4782","3021","ALBANVALE","VIC","144.796693","-37.743361","ST ALBANS DC","Delivery Area","Updated 6-Feb-2020","21301","Brimbank","213","Melbourne - West","R1","-37.746","144.765","21301133323","21301133323","213011333","Kings Park (Vic.)","21301","Brimbank","213","Melbourne - West","1","1","1","1","Fraser","70.4598159790039","V1","PHN201","North Western Melbourne","Melton","Gorton","Outer Metropolitan"
"4783","3021","KEALBA","VIC","144.796693","-37.743361","ST ALBANS DC","Delivery Area","Updated 6-Feb-2020","21301","Brimbank","213","Melbourne - West","R1","-37.7327512","144.8238362","21301133224","21301133224","213011332","Keilor Downs","21301","Brimbank","213","Melbourne - West","1","1","1","1","Fraser","70.4598159790039","V1","PHN201","North Western Melbourne","Melton","Gorton","Outer Metropolitan"
"4784","3021","KINGS PARK","VIC","144.796693","-37.743361","ST ALBANS DC","Delivery Area","Updated 6-Feb-2020","21301","Brimbank","213","Melbourne - West","R1","-37.734","144.772","21301133301","21301133301","213011333","Kings Park (Vic.)","21301","Brimbank","213","Melbourne - West","1","1","1","1","Fraser","70.4598159790039","V1","PHN201","North Western Melbourne","Melton","Gorton","Outer Metropolitan"
"4785","3021","ST ALBANS","VIC","144.796693","-37.743361","ST ALBANS DC","Delivery Area","Updated 6-Feb-2020","21301","Brimbank","213","Melbourne - West","R1","-37.7442306","144.7999941","21301133417","21301133417","213011334","St Albans - North","21301","Brimbank","213","Melbourne - West","1","1","1","1","Fraser","70.4598159790039","V1","PHN201","North Western Melbourne","Melton","Gorton","Outer Metropolitan"
"4786","3022","ARDEER","VIC","144.793961","-37.795937","SUNSHINE DC","Delivery Area","Updated 6-Feb-2020","21301","Brimbank","213","Melbourne - West","R1","-37.7776716","144.7988921","21301132817","21301132817","213011328","Ardeer - Albion","21301","Brimbank","213","Melbourne - West","1","1","1","1","Fraser","39.2066268920898","V1","PHN201","North Western Melbourne","Brimbank","Fraser","Inner Metropolitan"
"4787","3022","DEER PARK EAST","VIC","144.793961","-37.795937","SUNSHINE DC","Delivery Area","Updated 6-Feb-2020","21301","Brimbank","213","Melbourne - West","R1","-37.7776716","144.7988921","21301132817","21301132817","213011328","Ardeer - Albion","21301","Brimbank","213","Melbourne - West","1","1","1","1","Fraser","39.2066268920898","V1","PHN201","North Western Melbourne","Brimbank","Fraser","Inner Metropolitan"
"4788","3023","BURNSIDE","VIC","144.770641","-37.78272","SUNSHINE DC","Delivery Area","Updated 6-Feb-2020","21304","Melton - Bacchus Marsh","213","Melbourne - West","R1","-37.753","144.754","21304135415","21304146103","213041461","Burnside","21304","Melton - Bacchus Marsh","213","Melbourne - West","1","1","1","1","Gorton","52.1570587158203","V1","PHN201","North Western Melbourne","Melton","Gorton","Outer Metropolitan"
"20755","3023","BURNSIDE HEIGHTS","VIC","144.755657","-37.73218752","Melbourne Metro","Delivery Area","Updated 6-Feb-2020","21304","Melton - Bacchus Marsh","213","Melbourne - West","R1","-37.727","144.76","21304135420","21304146205","213041462","Burnside Heights","21304","Melton - Bacchus Marsh","213","Melbourne - West","1","1","1","1","Gorton","52.1570587158203","V1","PHN201","North Western Melbourne","Melton","Gorton","Outer Metropolitan"
"4789","3023","CAIRNLEA","VIC","144.770641","-37.78272","SUNSHINE DC","Delivery Area","Updated 6-Feb-2020","21304","Melton - Bacchus Marsh","213","Melbourne - West","R1","-37.7578477","144.7913339","21301132912","21301132912","213011329","Cairnlea","21301","Brimbank","213","Melbourne - West","1","1","1","1","Gorton","52.1570587158203","V1","PHN201","North Western Melbourne","Melton","Gorton","Outer Metropolitan"
"4790","3023","CAROLINE SPRINGS","VIC","144.770641","-37.78272","SUNSHINE DC","Delivery Area","Updated 6-Feb-2020","21304","Melton - Bacchus Marsh","213","Melbourne - West","R1","-37.745","144.74","21304135438","21304146322","213041463","Caroline Springs","21304","Melton - Bacchus Marsh","213","Melbourne - West","1","1","1","1","Gorton","52.1570587158203","V1","PHN201","North Western Melbourne","Melton","Gorton","Outer Metropolitan"
"4791","3023","DEER PARK","VIC","144.770641","-37.78272","SUNSHINE DC","Delivery Area","Updated 6-Feb-2020","21304","Melton - Bacchus Marsh","213","Melbourne - West","R1","-37.7702749","144.7747728","21301133045","21301133045","213011330","Deer Park - Derrimut","21301","Brimbank","213","Melbourne - West","1","1","1","1","Gorton","52.1570587158203","V1","PHN201","North Western Melbourne","Melton","Gorton","Outer Metropolitan"
"4792","3023","DEER PARK NORTH","VIC","144.770641","-37.78272","SUNSHINE DC","Delivery Area","Updated 6-Feb-2020","21304","Melton - Bacchus Marsh","213","Melbourne - West","R1","-37.7561","144.7735655","21301133043","21301133043","213011330","Deer Park - Derrimut","21301","Brimbank","213","Melbourne - West","1","1","1","1","Gorton","52.1570587158203","V1","PHN201","North Western Melbourne","Melton","Gorton","Outer Metropolitan"
"4793","3023","RAVENHALL","VIC","144.770641","-37.78272","SUNSHINE DC","Delivery Area","Updated 6-Feb-2020","21304","Melton - Bacchus Marsh","213","Melbourne - West","R1","-37.7910708","144.7257546","21304135902","21304135908","213041359","Rockbank - Mount Cottrell","21304","Melton - Bacchus Marsh","213","Melbourne - West","2","1","2","1","Gorton","52.1570587158203","V1","PHN201","North Western Melbourne","Melton","Gorton","Outer Metropolitan"
"20756","3024","FIELDSTONE","VIC","144.649936","-37.75045631","Melbourne Metro","Delivery Area","Updated 6-Feb-2020","21305","Wyndham","213","Melbourne - West","R1","-37.7472","144.649","21304135902","21304135908","213041359","Rockbank - Mount Cottrell","21304","Melton - Bacchus Marsh","213","Melbourne - West","2","1","2","1","Lalor","56.6905975341797","V1","PHN201","North Western Melbourne","Wyndham","Lalor","Outer Metropolitan"
"4794","3024","MAMBOURIN","VIC","144.556552","-37.899873","HOPPERS CROSSING DEL CENTRE","Delivery Area","Updated 6-Feb-2020","21305","Wyndham","213","Melbourne - West","R1","-37.892471","144.5964645","21305136768","21305146801","213051468","Werribee - West","21305","Wyndham","213","Melbourne - West","2","2","2","2","Lalor","56.6905975341797","V1","PHN201","North Western Melbourne","Wyndham","Lalor","Outer Metropolitan"
"20757","3024","MANOR LAKES","VIC","144.5812323","-37.86694209","Melbourne Metro","Delivery Area","Updated 6-Feb-2020","21305","Wyndham","213","Melbourne - West","R1","-37.8734","144.582","21305136925","21305136968","213051369","Wyndham Vale","21305","Wyndham","213","Melbourne - West","2","2","2","2","Lalor","56.6905975341797","V1","PHN201","North Western Melbourne","Wyndham","Lalor","Outer Metropolitan"
"4795","3024","MOUNT COTTRELL","VIC","144.556552","-37.899873","HOPPERS CROSSING DEL CENTRE","Delivery Area","Updated 6-Feb-2020","21305","Wyndham","213","Melbourne - West","R1","-37.7968182","144.6229115","21305136513","21305136513","213051365","Tarneit","21305","Wyndham","213","Melbourne - West","1","1","1","1","Lalor","56.6905975341797","V1","PHN201","North Western Melbourne","Wyndham","Lalor","Outer Metropolitan"
"4796","3024","WYNDHAM VALE","VIC","144.556552","-37.899873","HOPPERS CROSSING DEL CENTRE","Delivery Area","Updated 6-Feb-2020","21305","Wyndham","213","Melbourne - West","R1","-37.89","144.63","21305136921","21305136921","213051369","Wyndham Vale","21305","Wyndham","213","Melbourne - West","1","1","1","1","Lalor","56.6905975341797","V1","PHN201","North Western Melbourne","Wyndham","Lalor","Outer Metropolitan"
"4797","3025","ALTONA EAST","VIC","144.839704","-37.835562","NEWPORT DC","Delivery Area","Updated 6-Feb-2020","21305","Wyndham","213","Melbourne - West","R1","-37.8388686","144.8346241","21302134309","21302134309","213021343","Altona North","21302","Hobsons Bay","213","Melbourne - West","1","1","1","1","Gellibrand","15.0428400039673","V1","PHN201","North Western Melbourne","Wyndham","Gellibrand","Inner Metropolitan"
"4798","3025","ALTONA GATE","VIC","144.839704","-37.835562","NEWPORT DC","Delivery Area","Updated 6-Feb-2020","21305","Wyndham","213","Melbourne - West","R1","-37.8277061","144.8477003","21302134326","21302134326","213021343","Altona North","21302","Hobsons Bay","213","Melbourne - West","1","1","1","1","Gellibrand","15.0428400039673","V1","PHN201","North Western Melbourne","Wyndham","Gellibrand","Inner Metropolitan"
"4799","3025","ALTONA NORTH","VIC","144.839704","-37.835562","NEWPORT DC","Delivery Area","Updated 6-Feb-2020","21305","Wyndham","213","Melbourne - West","R1","-37.8388686","144.8346241","21302134309","21302134309","213021343","Altona North","21302","Hobsons Bay","213","Melbourne - West","1","1","1","1","Gellibrand","15.0428400039673","V1","PHN201","North Western Melbourne","Wyndham","Gellibrand","Inner Metropolitan"
"4811","3026","DERRIMUT","VIC","144.64209","-37.91624","HOPPERS CROSSING DEL CENTRE","Delivery Area","Updated 6-Feb-2020","21305","Wyndham","213","Melbourne - West","R1","-37.7927082","144.7715559","21301133020","21301133020","213011330","Deer Park - Derrimut","21301","Brimbank","213","Melbourne - West","1","1","1","1","Lalor","","V1","PHN201","North Western Melbourne","Wyndham","Gorton","Outer Metropolitan"
"4800","3026","LAVERTON NORTH","VIC","144.774986","-37.829923","HOPPERS CROSSING DEL CENTRE","Delivery Area","Updated 6-Feb-2020","21305","Wyndham","213","Melbourne - West","R1","-37.8280477","144.7854874","21305136307","21305136307","213051363","Laverton","21305","Wyndham","213","Melbourne - West","1","1","1","1","Gellibrand","","V1","PHN201","North Western Melbourne","Wyndham","Gorton","Outer Metropolitan"
"4801","3027","LAVERTON RAAF","VIC","144.754147","-37.932419","HOPPERS CROSSING DEL CENTRE","Delivery Area","Updated 6-Feb-2020","21305","Wyndham","213","Melbourne - West","R1","-37.8655231","144.7613154","21305136305","21305136315","213051363","Laverton","21305","Wyndham","213","Melbourne - West","1","1","1","1","Gellibrand","16.2057991027832","V1","PHN201","North Western Melbourne","Wyndham","Lalor","Outer Metropolitan"
"20758","3027","WILLIAMS LANDING","VIC","144.7430155","-37.86199812","Melbourne Metro","Delivery Area","Updated 6-Feb-2020","21305","Wyndham","213","Melbourne - West","R1","-37.8615","144.744","21305136305","21305136316","213051363","Laverton","21305","Wyndham","213","Melbourne - West","1","1","1","1","Gellibrand","16.2057991027832","V1","PHN201","North Western Melbourne","Wyndham","Lalor","Outer Metropolitan"
"4802","3027","WILLIAMS RAAF","VIC","144.754147","-37.932419","Melbourne Metro","","Updated 6-Feb-2020","21305","Wyndham","213","Melbourne - West","R1","-37.9232","144.749","21305136410","21305146416","213051464","Point Cook - East","21305","Wyndham","213","Melbourne - West","1","1","1","1","Gellibrand","16.2057991027832","V1","PHN201","North Western Melbourne","Wyndham","Lalor","Outer Metropolitan"
"4803","3028","ALTONA MEADOWS","VIC","144.777165","-37.875066","HOPPERS CROSSING DEL CENTRE","Delivery Area","Updated 6-Feb-2020","21305","Wyndham","213","Melbourne - West","R1","-37.8715626","144.7775818","21302134230","21302134230","213021342","Altona Meadows","21302","Hobsons Bay","213","Melbourne - West","1","1","1","1","Gellibrand","","V1","PHN201","North Western Melbourne","Wyndham","Gellibrand","Inner Metropolitan"
"4804","3028","LAVERTON","VIC","144.777165","-37.875066","HOPPERS CROSSING DEL CENTRE","Delivery Area","Updated 6-Feb-2020","21305","Wyndham","213","Melbourne - West","R1","-37.8592043","144.7704046","21305136301","21305136301","213051363","Laverton","21305","Wyndham","213","Melbourne - West","1","1","1","1","Gellibrand","","V1","PHN201","North Western Melbourne","Wyndham","Gellibrand","Inner Metropolitan"
"4805","3028","SEABROOK","VIC","144.777165","-37.875066","HOPPERS CROSSING DEL CENTRE","Delivery Area","Updated 6-Feb-2020","21305","Wyndham","213","Melbourne - West","R1","-37.876","144.758","21302134503","21302134503","213021345","Seabrook","21302","Hobsons Bay","213","Melbourne - West","1","1","1","1","Gellibrand","","V1","PHN201","North Western Melbourne","Wyndham","Gellibrand","Inner Metropolitan"
"4806","3029","HOPPERS CROSSING","VIC","144.705831","-37.837165","HOPPERS CROSSING DEL CENTRE","Delivery Area","Updated 6-Feb-2020","21305","Wyndham","213","Melbourne - West","R1","-37.8629027","144.6854533","21305136105","21305136105","213051361","Hoppers Crossing - North","21305","Wyndham","213","Melbourne - West","1","1","1","1","Lalor","","V1","PHN201","North Western Melbourne","Wyndham","Lalor","Outer Metropolitan"
